id,name,shopurl,category,wangwang,market,tel,qq,address,wechat,years,source
161,"鑫杰网络服饰",https://www.vvic.com/shop/46426,"连衣裙",tb89611049,"国大","19925857035,13688852875",122478110,"国大 3楼 311-D",julingshi520,3,"广东省 广州"
162,"乐多多",https://www.vvic.com/shop/31424,"连衣裙",z278016970,"国大",18672834965,278016970,"国大 3楼 311-E",yietile,8,"广东省 广州"
163,"乐多多服饰",https://www.vvic.com/shop/32626,"连衣裙",tb869259129,"国大",13277286431,730393459,"国大 3楼 311-E1",mn730393459,8,"广东省 广州"
164,"依仟億服饰",https://www.vvic.com/shop/51398,"连衣裙","chenjun陈晓军","国大",13543284951,390734639,"国大 3楼 311-F",CJ13543284951,0,"广东省 广州"
165,"好运来服饰",https://www.vvic.com/shop/60169,"连衣裙","","国大",13250712088,390734639,"国大 3楼 311-F1",hy13250712088,0,"广东省 广州"
166,"佳然服饰",https://www.vvic.com/shop/54514,"",xl18653312364,"国大",17702707786,569101349,"国大 3楼 311-G",eternal_0412,0,"广东省 广州"
167,"钱多多68服饰",https://www.vvic.com/shop/53235,"连衣裙",zengjj401324602,"国大","19928405991,15171510692",401324602,"国大 3楼 311-H",DAN19928405991,0,"广东省 广州"
168,"韩芭橱窗",https://www.vvic.com/shop/13397,"",ouyangbi1987,"国大",15011858969,2420656941,"国大 3楼 312-A",ouyang15011858969,7,"广东省 广州"
169,"韩芭橱窗A-F",https://www.vvic.com/shop/31895,"连衣裙",ouyangzhihan0,"国大",15011858969,2420656941,"国大 3楼 312-A1",ouyang15011858969,4,"广东省 广州"
170,"妞妞家",https://www.vvic.com/shop/55379,"套装",ali22872013913,"国大",18565048580,576308729,"国大 3楼 312-B",niuniu18565048580,0,"广东省 广州"
171,"妞妞家2",https://www.vvic.com/shop/56333,"","我要学李白海阔天空","国大",18565048580,576308729,"国大 3楼 312-B1",niuniu18565048580,0,"广东省 广州"
172,"橙子家",https://www.vvic.com/shop/55636,"连衣裙","衣美娜铺子","国大","13612869975,13450382076",895986630,"国大 3楼 312-C",coco13450382076,0,"广东省 广州"
173,"金灿灿时尚服饰",https://www.vvic.com/shop/60935,"连衣裙",tb43494097,"国大",15871912515,706796174,"国大 3楼 312-E",zy197310,0,"广东省 广州"
174,"米苏实拍",https://www.vvic.com/shop/54944,"连衣裙",tb97531410,"国大","13260581479,18571681843",735717081,"国大 3楼 312-G",wmy735717081,0,"广东省 广州"
175,"米苏网红店",https://www.vvic.com/shop/57068,"连衣裙",tb914418837,"国大","13260581479,18571681843",735717081,"国大 3楼 312-G1",wmy735717801,0,"广东省 广州"
176,"多多精品",https://www.vvic.com/shop/54437,"套装",tss123123,"国大",15027243275,1326625923,"国大 3楼 313",susu1326625923,2,"广东省 广州"
177,"莫莫家服饰",https://www.vvic.com/shop/59398,"连衣裙","杨梦思杨梦思19931213","国大",13699705966,1052896219,"国大 3楼 313-A",yangmengsi19931213,0,"广东省 广州"
178,"点点网络服饰",https://www.vvic.com/shop/56157,"连衣裙","艮艮宝宝","国大",18520519823,1470501730,"国大 3楼 313-B",cyairz,0,"广东省 广州"
179,"韩之韵网络服饰",https://www.vvic.com/shop/48308,"",tb576779822,"国大",13265916276,760463242,"国大 3楼 313-C",wxid_h07asg4jvzed22,0,"广东省 广州"
180,"韩之韵",https://www.vvic.com/shop/35446,"连衣裙","1994吴昌","国大",18825062452,291624467,"国大 3楼 313-C1",qianyali291624467,5,"广东省 广州"
181,"语墨服饰",https://www.vvic.com/shop/62465,"","","国大",15622256858,496967432,"国大 3楼 313-D",along131819,0,"广东省 广州"
182,"温尚服饰",https://www.vvic.com/shop/61451,"连衣裙",737760722wu520,"国大",19871238653,737760722,"国大 3楼 313-E",like748000408,0,"广东省 广州"
183,"梦妮诚品",https://www.vvic.com/shop/55679,"套装","yang宝宝宝宝","国大",15027243275,1326625923,"国大 3楼 313-G",susu1326625923,0,"广东省 广州"
184,"小love时尚",https://www.vvic.com/shop/63443,"连衣裙",748000408fanhui,"国大",19871238607,748000408,"国大 3楼 313-H",wuyanlong737760722,0,"广东省 广州"
185,"希希家",https://www.vvic.com/shop/26321,"","三亚旅游指南","国大",19927576765,1101820503,"国大 3楼 314-B",BaoBao-8880323,5,"广东省 广州"
186,"哚啦咪服饰",https://www.vvic.com/shop/19873,"连衣裙","刘志锋1985","国大","13711484998,13535517718",173742260,"国大 3楼 315-A",ZR390621283,7,"广东省 广州"
187,"靓e衣",https://www.vvic.com/shop/22167,"蕾丝衫/雪纺衫","黄070611","国大","18675971736,13798531902",183740168,"国大 3楼 315-B","",6,"广东省 广州"
188,"妙依阁",https://www.vvic.com/shop/31967,"蕾丝衫/雪纺衫","武昌首衣","国大",13060609595,251547400,"国大 3楼 315-C",xionghao4118,8,"广东省 广州"
189,"妙依阁",https://www.vvic.com/shop/47624,"蕾丝衫/雪纺衫","兰波姬妮","国大",13060609595,1399447258,"国大 3楼 315-C1",nilan1986,0,"广东省 广州"
190,"陌陌韩实拍店",https://www.vvic.com/shop/44509,"衬衫",chengdian1234,"国大",15625008336,619953508,"国大 3楼 315-E",diandian-girl-666,7,"广东省 广州"
191,"依卡罗拉",https://www.vvic.com/shop/46940,"","丹妮296573615","国大",13711050967,296573615,"国大 3楼 315-G",shouji13711050967,0,"广东省 广州"
192,"芯萌女装",https://www.vvic.com/shop/58749,"连衣裙","恋衣之花","国大","18664741022,16620504803",1503219588,"国大 3楼 316-A",XMNZ071022,0,"广东省 广州"
193,"依品慧",https://www.vvic.com/shop/15805,"","洋葱uuu","国大",15827069407,184512458,"国大 3楼 316-B",huihui5280011,6,"广东省 广州"
194,"豆芽家",https://www.vvic.com/shop/40794,"连衣裙","花菜儿乖乖","国大","18571726985,15717150204",806105922,"国大 3楼 316-C",lele942513,6,"广东省 广州"
195,"欧米服饰",https://www.vvic.com/shop/55205,"连衣裙","hakulamatata馒头","国大",13160833803,1017868567,"国大 3楼 316-D",x13160833803,0,"广东省 广州"
196,"舒霈儿",https://www.vvic.com/shop/51086,"",xf770555523,"国大","17512819343,17665163107",1039177824,"国大 3楼 316-H",xupei0923,4,"广东省 广州"
197,"曼秀网络服饰",https://www.vvic.com/shop/60902,"套装","星星之火2978","国大",13660423500,1274294505,"国大 3楼 317-A",XD97020699,0,"广东省 广州"
198,"天意网络服饰",https://www.vvic.com/shop/24566,"套装","怒火神鹰","国大",18680216621,6075755,"国大 3楼 317-B",TianyiDress_1,10,"广东省 广州"
199,"天意服饰工厂店",https://www.vvic.com/shop/24324,"套装","天意网络服饰","国大",18680216621,6075755,"国大 3楼 317-B1",TianyiDress_1,6,"广东省 广州"
200,"冰冰服饰",https://www.vvic.com/shop/54242,"连衣裙","淘宝靓女装minglong","国大","18819803056,13088805996",596355863,"国大 3楼 317-D",aibb18819803056,0,"广东省 广州"
201,"风阁衣橱",https://www.vvic.com/shop/16643,"套装","风阁衣橱","国大",18588719249,254703938,"国大 3楼 317-E","",6,"广东省 广州"
202,"艾尚美服饰",https://www.vvic.com/shop/63574,"",tb646435134,"国大",13268345832,595681385,"国大 3楼 317-G",ASM13268345832,0,"广东省 广州"
203,"诗语服饰",https://www.vvic.com/shop/56207,"连衣裙","蔓蔓家长","国大",13044260707,1129389740,"国大 3楼 318-A",wxid_ux49qknrzmgz22,0,"广东省 广州"
204,"果果沐",https://www.vvic.com/shop/61535,"连衣裙","恭喜发财581800","国大",18666082414,67180277,"国大 3楼 318-B",MM67180277,0,"广东省 广州"
205,"萌萌出品",https://www.vvic.com/shop/62998,"大码女装","萌萌出品","国大",13246469080,948472213,"国大 3楼 318-C",M13507222242,0,"广东省 广州"
206,"美伊坊",https://www.vvic.com/shop/63162,"连衣裙","安安静静的519","国大",13922180618,918017659,"国大 3楼 318-E",tian790519,0,"广东省 广州"
207,"佳丽服饰",https://www.vvic.com/shop/33686,"套装",tb6066995,"国大",15926066995,464723295,"国大 3楼 319-A",caili--weixin,4,"广东省 广州"
208,"佳丽服饰2店",https://www.vvic.com/shop/34837,"套装",perfect_0618,"国大","13826186659,15926066995",707581021,"国大 3楼 319-B",hell_xie,4,"广东省 广州"
209,"合和服饰",https://www.vvic.com/shop/62973,"连衣裙","","国大",18627227220,490476047,"国大 3楼 319-F",xiongfei9729,0,"广东省 广州"
210,"空间密码",https://www.vvic.com/shop/28009,"牛仔裤","开吉服装有限公司","国大",13926120855,1810641358,"国大 3楼 320-A",kj13926120855,5,"广东省 广州"
211,"空间密码网红风",https://www.vvic.com/shop/40480,"牛仔裤",0218le,"国大",13926120855,1810641358,"国大 3楼 320-B1",kj13926120855,15,"广东省 广州"
212,"空间密码二号店",https://www.vvic.com/shop/40269,"牛仔裤","玲大姐123321","国大",13926120855,1810641358,"国大 3楼 320-D",kj13926120855,3,"广东省 广州"
213,"欣紫衣",https://www.vvic.com/shop/17758,"套装",tb8364121,"国大",13246437191,345850729,"国大 3楼 321-A",wzj20130514,9,"广东省 广州"
214,"小幸运",https://www.vvic.com/shop/55389,"连衣裙","网购原生态km86","国大",15271198220,2700415028,"国大 3楼 321-C",wxid-rae20105thr822,0,"广东省 广州"
215,"锋范女装",https://www.vvic.com/shop/29592,"衬衫","april小清新","国大",18819807651,3363429508,"国大 3楼 321-D",mian999,5,"广东省 广州"
216,"媚依坊女装",https://www.vvic.com/shop/20495,"","心怡923","国大",15817031279,1102800187,"国大 3楼 321-E","",6,"广东省 广州"
217,"远豪服饰",https://www.vvic.com/shop/40374,"套装","陈勇刚龙炎容","国大",15915704878,3062259773,"国大 3楼 321-G1",a1591570878,3,"广东省 广州"
218,"宸希服饰",https://www.vvic.com/shop/53324,"连衣裙","","国大",13660545933,381498550,"国大 3楼 322-A",leiliqi19840421,0,"广东省 广州"
219,"宸希大码女装",https://www.vvic.com/shop/62046,"","","国大",15914306008,1352145006,"国大 3楼 322-A1",xzgg520-1314,0,"广东省 广州"
220,"美人衣橱",https://www.vvic.com/shop/47281,"连衣裙",tb697037144,"国大","18824847045,15768889919",759398404,"国大 3楼 322-B",hu1882328,0,"广东省 广州"
221,"阿拉蕾服饰",https://www.vvic.com/shop/20475,"连衣裙","雨馨衣阁520","国大",18565346856,949774963,"国大 3楼 322-C","",7,"广东省 广州"
222,"衣饰界服饰",https://www.vvic.com/shop/58712,"连衣裙","湛湛湛7","国大",13538388226,348058908,"国大 3楼 322-D",ai348058908,0,"广东省 广州"
223,"酷人服饰",https://www.vvic.com/shop/31433,"套装",yue20111226,"国大","13128278673,13128254317",1255580092,"国大 3楼 322-E",zxl13128278673,8,"广东省 广州"
224,"酷人服饰",https://www.vvic.com/shop/15764,"套装",yuebaobao1818,"国大","13128278673,13128254317",675546309,"国大 3楼 322-E1","",8,"广东省 广州"
225,"CC橙汁家实拍店",https://www.vvic.com/shop/59067,"连衣裙","christal慕橙","国大","13733408055,18665606724",731329747,"国大 3楼 322-F",YJW5201314__,0,"广东省 广州"
226,"哆来咪",https://www.vvic.com/shop/58783,"","非凡魅女","国大","18520528727,13268255404",2426716556,"国大 3楼 322-G",MEI1992301,0,"广东省 广州"
227,"衣之梦服饰",https://www.vvic.com/shop/14093,"连衣裙","衣之梦网络批发服饰","国大",13048080817,83117694,"国大 3楼 322-H",kk20130328,7,"广东省 广州"
228,"可鑫大码",https://www.vvic.com/shop/62323,"","","国大",15527080806,262799615,"国大 3楼 322-H1",durbey,0,"广东省 广州"
229,"金豆家",https://www.vvic.com/shop/44874,"","叫我胡大吧","国大","13825037337,13539898607",1342397192,"国大 3楼 323-A",hdada12121,3,"广东省 广州"
230,"金豆家网红服饰",https://www.vvic.com/shop/62533,"连衣裙","胡大大409","国大",13539898607,1161048527,"国大 3楼 323-A1",wxid_86nrqchsedg321,0,"广东省 广州"
231,"嘉佳服饰",https://www.vvic.com/shop/62238,"连衣裙","18818900652搁浅","国大","18807455477,18818900652",940857342,"国大 3楼 323-B",liujiamin102411,0,"广东省 广州"
232,"衣美丽网络服饰",https://www.vvic.com/shop/62289,"连衣裙",x582056826,"国大",17666539932,582056826,"国大 3楼 323-C",x4616336,0,"广东省 广州"
233,POPO,https://www.vvic.com/shop/62697,"连衣裙","莫张驰","国大","17620080514,17620085014",472922024,"国大 3楼 323-D",POPO-323,0,"广东省 广州"
234,"红蔷薇",https://www.vvic.com/shop/24338,"短外套/马甲","饶锐rr","国大","18620828548,18680485087",2983160553,"国大 3楼 323-E",tianzhan285868,5,"广东省 广州"
235,"红蔷薇服饰2店",https://www.vvic.com/shop/28599,"短外套/马甲","迷尚魅影","国大","18620828548,18680485087",2983160553,"国大 3楼 323-E1",tianzhan285868,5,"广东省 广州"
236,"金鑫女裤",https://www.vvic.com/shop/34188,"职业女装","小太阳宝贝22","国大",18520109859,947021142,"国大 3楼 323-F",xi18520109859,5,"广东省 广州"
237,"依莎贝儿",https://www.vvic.com/shop/16105,"套装",shenlan_8888888888,"国大",18620253011,597806626,"国大 3楼 324-A","",8,"广东省 广州"
238,"衣时尚网络服饰",https://www.vvic.com/shop/63336,"",yang_8888888888,"国大",18620253011,597806626,"国大 3楼 324-A1",wxid_ozv2xdzdw3ya41,0,"广东省 广州"
239,"优品依衣",https://www.vvic.com/shop/16362,"蕾丝衫/雪纺衫",zlj270701059,"国大",18688857350,1975609709,"国大 3楼 324-B",zlj270701059,8,"广东省 广州"
240,"时尚宠儿服饰网红店",https://www.vvic.com/shop/13816,"连衣裙","叮叮亲卿","国大",13610195568,1640176643,"国大 3楼 324-C",qin13610195568,10,"广东省 广州"
241,"雪舞衣橱服饰实拍店",https://www.vvic.com/shop/20320,"","雪舞衣橱哈","国大",13610195568,2826582447,"国大 3楼 324-C1",qin13610195568,6,"广东省 广州"
242,"波比服饰",https://www.vvic.com/shop/53883,"连衣裙",tb023805706,"国大",13872979218,2267540936,"国大 3楼 324-D",bobifushi,0,"广东省 广州"
243,"微微家",https://www.vvic.com/shop/60648,"","薇可小姿","国大",18688857350,1975609709,"国大 3楼 324-E",zlj270701059,0,"广东省 广州"
244,"可有网络服饰",https://www.vvic.com/shop/53887,"连衣裙",tb023805706,"国大",13872979218,2267540936,"国大 3楼 324-F",bobifushi,0,"广东省 广州"
245,"欧范儿",https://www.vvic.com/shop/34541,"连衣裙","51时尚潮流服装","国大","15811863898,15915930508",494737376,"国大 3楼 325-A",a15811863898,4,"广东省 广州"
246,"欧范儿女装",https://www.vvic.com/shop/31362,"连衣裙","94爱时尚服饰","国大","15811863898,15915930508",494737376,"国大 3楼 325-A1",a15811863898,5,"广东省 广州"
247,"西子衣家",https://www.vvic.com/shop/24405,"套装","李晓婵jy","国大","13790721820,13060686310",463373482,"国大 3楼 325-B",xiziyijia,6,"广东省 广州"
248,"西子衣家 2店",https://www.vvic.com/shop/26580,"套装","绝世武神66","国大","13790721820,13060686310",463373482,"国大 3楼 325-B1",xiziyijia,6,"广东省 广州"
249,"小七服饰",https://www.vvic.com/shop/36645,"套装","尼二球儿","国大",18680281938,2595662245,"国大 3楼 325-C",zb1070153303,4,"广东省 广州"
250,"小七家2店",https://www.vvic.com/shop/44576,"套装","波雨嫣","国大",18680281938,2595662245,"国大 3楼 325-C2",zb1070153303,0,"广东省 广州"
251,"伊裳",https://www.vvic.com/shop/61470,"",tb35998991,"国大","19898586358,18664536955",3156602265,"国大 3楼 325-D",wxid-h13biwfcirsb22,0,"广东省 广州"
252,"王牌 潮流服饰",https://www.vvic.com/shop/30894,"连衣裙","中国合伙人6689","国大",18565470536,307435540,"国大 3楼 326-A",eabc666888,6,"广东省 广州"
253,"可欣服饰",https://www.vvic.com/shop/55292,"连衣裙",tb0242728,"国大","15800242728,15817094399",1083461630,"国大 3楼 326-B",pxh15800242728,0,"广东省 广州"
254,"米娜多服饰",https://www.vvic.com/shop/54582,"连衣裙",t_1480146285345_0745,"国大","15920481296,13265042548",670252131,"国大 3楼 326-C",luo670252131,0,"广东省 广州"
255,"依纯儿服饰",https://www.vvic.com/shop/55743,"连衣裙",tb391753306,"国大","15920481296,13265042548",691122396,"国大 3楼 326-D",QWERTY691122396,0,"广东省 广州"
256,"卡罗莉娅服饰",https://www.vvic.com/shop/61788,"连衣裙",qwert603758036,"国大","15027291348,13476065049",603758036,"国大 3楼 326-E",zp15027291348,0,"广东省 广州"
257,"Jenny w",https://www.vvic.com/shop/63626,"",ky159024356,"国大","15027291348,13476065049",603758036,"国大 3楼 326-E1",zp15027291348,0,"广东省 广州"
258,"王牌 潮流2店",https://www.vvic.com/shop/41014,"连衣裙","歌里乡","国大",18565470536,441419248,"国大 3楼 326-F",eabc666888,3,"广东省 广州"
259,"小酒窝服饰",https://www.vvic.com/shop/62441,"连衣裙","唐标军1987","国大",13622715590,413077983,"国大 3楼 326-G",A13622715590,0,"广东省 广州"
260,"美尚服饰",https://www.vvic.com/shop/63169,"连衣裙",tb281442330,"国大",13622715590,413077983,"国大 3楼 326-G1",a13622715590,0,"广东省 广州"
261,"阳光彩衣店",https://www.vvic.com/shop/25130,"连衣裙","阳光彩衣店","国大","18571905236,18520658034",345850104,"国大 3楼 327-A",weixiao18571905236,8,"广东省 广州"
262,"非常6+6",https://www.vvic.com/shop/16725,"连衣裙",wdy91,"国大",18571905236,345850104,"国大 3楼 327-C",weixiao18571905236,8,"广东省 广州"
263,"哎呀酱",https://www.vvic.com/shop/19801,"连衣裙",shaoqibaobei2,"国大",18620581764,724674126,"国大 3楼 327-D",xiaodai8867,7,"广东省 广州"
264,"春光乍泄",https://www.vvic.com/shop/62995,"连衣裙","","国大",18664631556,478513135,"国大 3楼 328-A",renruoyouzhi13645900,0,"广东省 广州"
265,"佳嘉女装",https://www.vvic.com/shop/56146,"","彭文干啊","国大","13268372989,15629276218,13076748876",2921886834,"国大 3楼 328-B",P13268372989,0,"广东省 广州"
266,"蔓蔓之青萝",https://www.vvic.com/shop/32760,"连衣裙","蔓蔓青萝是我","国大",18318343131,1219347026,"国大 3楼 328-D",wxid_go0wdrvnqcee22,4,"广东省 广州"
